Date,30-Day Mean IV
2021-08-26,19.67
2021-08-27,18.03
2021-08-30,18.77
2021-08-31,19.22
2021-09-01,19.50
2021-09-02,19.83
2021-09-03,19.29
2021-09-07,20.57
2021-09-08,21.02
2021-09-09,20.97
2021-09-10,21.10
2021-09-13,21.19
2021-09-14,20.87
2021-09-15,19.53
2021-09-16,18.96
2021-09-17,20.40
2021-09-20,26.19
2021-09-21,25.50
2021-09-22,22.34
2021-09-23,21.03
2021-09-24,21.14
2021-09-27,24.80
2021-09-28,30.12
2021-09-29,30.79
2021-09-30,31.23
2021-10-01,30.32
2021-10-04,34.13
2021-10-05,31.95
2021-10-06,31.26
2021-10-07,29.75
2021-10-08,29.65
2021-10-11,30.33
2021-10-12,29.71
2021-10-13,27.74
2021-10-14,26.22
2021-10-15,25.89
2021-10-18,25.59
2021-10-19,25.14
2021-10-20,26.03
2021-10-21,24.76
2021-10-22,27.17
2021-10-25,26.40
2021-10-26,26.14
2021-10-27,26.84
2021-10-28,28.08
2021-10-29,21.46
2021-11-01,21.84
2021-11-02,21.75
2021-11-03,21.26
2021-11-04,22.95
2021-11-05,23.55
2021-11-08,23.93
2021-11-09,26.28
2021-11-10,25.86
2021-11-11,24.74
2021-11-12,24.83
2021-11-15,25.78
2021-11-16,24.84
2021-11-17,25.26
2021-11-18,26.71
2021-11-19,26.51
2021-11-22,27.75
2021-11-23,29.01
2021-11-24,28.21
2021-11-26,31.62
2021-11-29,27.58
2021-11-30,29.94
2021-12-01,30.97
2021-12-02,29.95
2021-12-03,32.81
2021-12-06,30.87
2021-12-07,26.78
2021-12-08,26.16
2021-12-09,27.53
2021-12-10,25.60
2021-12-13,27.24
2021-12-14,27.86
2021-12-15,27.65
2021-12-16,29.94
2021-12-17,29.07
2021-12-20,30.79
2021-12-21,27.05
2021-12-22,25.70
2021-12-23,24.93
2021-12-27,27.38
2021-12-28,26.77
2021-12-29,26.56
2021-12-30,26.69
2021-12-31,27.28
2022-01-03,28.68
2022-01-04,29.71
2022-01-05,32.40
2022-01-06,31.61
2022-01-07,31.51
2022-01-10,33.00
2022-01-11,31.57
2022-01-12,30.25
2022-01-13,32.75
2022-01-14,32.01
2022-01-18,34.32
2022-01-19,34.18
2022-01-20,34.97
2022-01-21,42.25
2022-01-24,44.06
2022-01-25,45.61
2022-01-26,43.95
2022-01-27,42.86
2022-01-28,38.83
2022-01-31,36.00
2022-02-01,34.17
2022-02-02,38.10
2022-02-03,53.78
2022-02-04,32.03
2022-02-07,31.57
2022-02-08,29.39
2022-02-09,28.09
2022-02-10,30.24
2022-02-11,33.76
2022-02-14,33.83
2022-02-15,30.92
2022-02-16,29.88
2022-02-17,34.27
2022-02-18,34.24
2022-02-22,35.75
2022-02-23,36.97
2022-02-24,34.46
2022-02-25,31.98
2022-02-28,33.29
2022-03-01,36.85
2022-03-02,33.52
2022-03-03,35.17
2022-03-04,36.90
2022-03-07,43.36
2022-03-08,41.42
2022-03-09,38.31
2022-03-10,37.19
2022-03-11,37.78
2022-03-14,40.22
2022-03-15,38.05
2022-03-16,33.79
2022-03-17,31.44
2022-03-18,28.62
2022-03-21,30.06
2022-03-22,29.14
2022-03-23,30.56
2022-03-24,29.45
2022-03-25,29.65
2022-03-28,32.13
2022-03-29,31.42
2022-03-30,33.56
2022-03-31,34.94
2022-04-01,35.02
2022-04-04,34.20
2022-04-05,35.65
2022-04-06,37.95
2022-04-07,38.76
2022-04-08,39.16
2022-04-11,41.27
2022-04-12,41.18
2022-04-13,37.79
2022-04-14,38.23
2022-04-18,38.81
2022-04-19,38.36
2022-04-20,40.20
2022-04-21,42.95
2022-04-22,45.38
2022-04-25,45.40
2022-04-26,50.56
2022-04-27,49.28
2022-04-28,46.70
2022-04-29,43.99
2022-05-02,43.00
2022-05-03,41.48
2022-05-04,38.47
2022-05-05,46.58
2022-05-06,46.18
2022-05-09,53.65
2022-05-10,51.61
2022-05-11,53.21
2022-05-12,53.82
2022-05-13,48.43
2022-05-16,49.27
2022-05-17,45.55
2022-05-18,53.01
2022-05-19,50.13
2022-05-20,49.75
2022-05-23,50.08
2022-05-24,52.24
2022-05-25,49.23
2022-05-26,46.26
2022-05-27,42.89
2022-05-31,46.00
2022-06-01,47.26
2022-06-02,44.51
2022-06-03,45.05
2022-06-06,43.08
2022-06-07,40.00
2022-06-08,38.99
2022-06-09,40.75
2022-06-10,43.19
2022-06-13,52.62
2022-06-14,50.01
2022-06-15,45.37
2022-06-16,50.06
2022-06-17,46.37
2022-06-21,44.90
2022-06-22,45.51
2022-06-23,46.15
2022-06-24,43.67
2022-06-27,47.91
2022-06-28,52.28
2022-06-29,53.43
2022-06-30,55.43
2022-07-01,52.36
2022-07-05,53.80
2022-07-06,52.95
2022-07-07,49.93
2022-07-08,48.48
2022-07-11,51.60
2022-07-12,52.84
2022-07-13,52.21
2022-07-14,51.03
2022-07-15,49.09
2022-07-18,49.57
2022-07-19,47.58
2022-07-20,46.00
2022-07-21,44.29
2022-07-22,45.46
2022-07-25,46.54
2022-07-26,50.76
2022-07-27,45.07
2022-07-28,45.69
2022-07-29,34.83
2022-08-01,36.10
2022-08-02,37.60
2022-08-03,35.62
2022-08-04,35.68
2022-08-05,34.38
2022-08-08,35.06
2022-08-09,35.95
2022-08-10,33.25
2022-08-11,33.57
2022-08-12,31.87
2022-08-15,32.94
2022-08-16,32.91
2022-08-17,33.75
2022-08-18,32.58
2022-08-19,33.99
2022-08-22,36.79
2022-08-23,37.89
2022-08-24,37.39
2022-08-25,35.11
2022-08-26,39.51
2022-08-29,39.19
2022-08-30,40.19
2022-08-31,40.60
2022-09-01,40.07
2022-09-02,40.09
2022-09-06,42.07
2022-09-07,39.24
2022-09-08,38.32
2022-09-09,35.35
2022-09-12,36.33
2022-09-13,41.57
2022-09-14,40.58
2022-09-15,40.98
2022-09-16,42.53
2022-09-19,41.00
2022-09-20,42.93
2022-09-21,43.73
2022-09-22,43.67
2022-09-23,46.24
2022-09-26,50.88
2022-09-27,52.45
2022-09-28,51.02
2022-09-29,53.49
2022-09-30,53.09
2022-10-03,51.28
2022-10-04,48.86
2022-10-05,49.81
2022-10-06,51.14
2022-10-07,53.39
2022-10-10,55.16
2022-10-11,56.08
2022-10-12,56.20
2022-10-13,56.10
2022-10-14,57.57
2022-10-17,54.55
2022-10-18,53.45
2022-10-19,54.81
2022-10-20,53.28
2022-10-21,51.38
2022-10-24,51.94
2022-10-25,50.32
2022-10-26,52.28
2022-10-27,60.86
2022-10-28,42.21
2022-10-31,41.46
2022-11-01,43.62
2022-11-02,44.29
2022-11-03,44.57
2022-11-04,43.23
2022-11-07,43.78
2022-11-08,44.43
2022-11-09,46.43
2022-11-10,42.96
2022-11-11,41.69
2022-11-14,44.43
2022-11-15,44.47
2022-11-16,45.41
2022-11-17,45.11
2022-11-18,43.85
2022-11-21,43.83
2022-11-22,42.15
2022-11-23,40.90
2022-11-25,41.81
2022-11-28,42.76
2022-11-29,42.95
2022-11-30,39.23
2022-12-01,39.09
2022-12-02,37.76
2022-12-05,40.45
2022-12-06,42.55
2022-12-07,43.35
2022-12-08,41.68
2022-12-09,42.27
2022-12-12,44.22
2022-12-13,41.30
2022-12-14,39.60
2022-12-15,42.35
2022-12-16,40.49
2022-12-19,42.56
2022-12-20,41.85
2022-12-21,39.63
2022-12-22,42.31
2022-12-23,41.35
2022-12-27,44.18
2022-12-28,44.90
2022-12-29,44.02
2022-12-30,45.80
2023-01-03,52.39
2023-01-04,53.53
2023-01-05,54.64
2023-01-06,52.74
2023-01-09,53.96
2023-01-10,53.03
2023-01-11,55.07
2023-01-12,51.50
2023-01-13,50.56
2023-01-17,51.37
2023-01-18,50.83
2023-01-19,51.29
2023-01-20,48.82
2023-01-23,48.85
2023-01-24,49.63
2023-01-25,48.62
2023-01-26,47.38
2023-01-27,47.83
2023-01-30,50.12
2023-01-31,49.02
2023-02-01,43.05
2023-02-02,55.03
2023-02-03,37.03
2023-02-06,38.09
2023-02-07,37.93
2023-02-08,39.40
2023-02-09,41.15
2023-02-10,40.02
2023-02-13,40.05
2023-02-14,37.59
2023-02-15,36.23
2023-02-16,38.02
2023-02-17,37.38
2023-02-21,40.34
2023-02-22,39.66
2023-02-23,38.58
2023-02-24,39.23
2023-02-27,38.77
2023-02-28,37.49
2023-03-01,38.54
2023-03-02,37.64
2023-03-03,35.00
2023-03-06,36.02
2023-03-07,35.97
2023-03-08,35.14
2023-03-09,38.43
2023-03-10,39.72
2023-03-13,41.60
2023-03-14,37.35
2023-03-15,40.08
2023-03-16,36.56
2023-03-17,38.67
2023-03-20,38.45
2023-03-21,35.70
2023-03-22,36.89
2023-03-23,39.01
2023-03-24,39.33
2023-03-27,42.67
2023-03-28,43.30
2023-03-29,44.08
2023-03-30,43.90
2023-03-31,42.66
2023-04-03,43.37
2023-04-04,44.48
2023-04-05,46.16
2023-04-06,44.13
2023-04-10,45.20
2023-04-11,45.88
2023-04-12,44.48
2023-04-13,43.38
2023-04-14,42.73
2023-04-17,42.53
2023-04-18,41.70
2023-04-19,41.65
2023-04-20,41.92
2023-04-21,41.41
2023-04-24,39.09
2023-04-25,44.58
2023-04-26,45.76
2023-04-27,47.09
2023-04-28,31.54
2023-05-01,31.35
2023-05-02,31.56
2023-05-03,32.73
2023-05-04,33.26
2023-05-05,29.04
2023-05-08,30.21
2023-05-09,30.16
2023-05-10,29.21
2023-05-11,30.02
2023-05-12,28.98
2023-05-15,29.55
2023-05-16,30.12
2023-05-17,29.00
2023-05-18,28.81
2023-05-19,28.70
2023-05-22,29.11
2023-05-23,30.29
2023-05-24,31.61
2023-05-25,31.95
2023-05-26,30.79
2023-05-30,31.84
2023-05-31,31.27
2023-06-01,29.54
2023-06-02,27.97
2023-06-05,27.71
2023-06-06,26.34
2023-06-07,29.28
2023-06-08,28.08
2023-06-09,28.30
2023-06-12,28.93
2023-06-13,28.46
2023-06-14,28.22
2023-06-15,28.41
2023-06-16,27.36
2023-06-20,28.32
2023-06-21,28.33
2023-06-22,31.23
2023-06-23,31.84
2023-06-26,37.04
2023-06-27,37.46
2023-06-28,39.37
2023-06-29,38.46
2023-06-30,36.93
2023-07-03,38.11
2023-07-05,38.48
2023-07-06,39.01
2023-07-07,38.27
2023-07-10,40.31
2023-07-11,39.74
2023-07-12,38.81
2023-07-13,39.16
2023-07-14,39.81
2023-07-17,40.54
2023-07-18,41.66
2023-07-19,41.76
2023-07-20,42.83
2023-07-21,41.47
2023-07-24,41.40
2023-07-25,41.64
2023-07-26,41.01
2023-07-27,40.82
2023-07-28,39.14
2023-07-31,40.09
2023-08-01,41.20
2023-08-02,43.49
2023-08-03,42.73
2023-08-04,30.30
2023-08-07,29.46
2023-08-08,29.99
2023-08-09,30.20
2023-08-10,29.07
2023-08-11,27.93
2023-08-14,27.73
2023-08-15,29.39
2023-08-16,30.04
2023-08-17,30.54
2023-08-18,30.21
2023-08-21,29.16
2023-08-22,29.62
2023-08-23,28.71
2023-08-24,30.27
2023-08-25,27.78
2023-08-28,27.86
2023-08-29,26.62
2023-08-30,25.97
2023-08-31,25.37
2023-09-01,24.58
2023-09-05,25.90
2023-09-06,26.47
2023-09-07,26.18
2023-09-08,25.29
2023-09-11,24.97
2023-09-12,25.64
2023-09-13,26.45
2023-09-14,24.69
2023-09-15,25.19
2023-09-18,25.77
2023-09-19,26.66
2023-09-20,27.53
2023-09-21,31.23
2023-09-22,31.35
2023-09-25,33.68
2023-09-26,38.46
2023-09-27,38.68
2023-09-28,37.74
2023-09-29,38.26
2023-10-02,39.96
2023-10-03,44.16
2023-10-04,42.78
2023-10-05,43.08
2023-10-06,40.80
2023-10-09,41.08
2023-10-10,39.83
2023-10-11,39.25
2023-10-12,39.39
2023-10-13,41.86
2023-10-16,39.70
2023-10-17,40.21
2023-10-18,42.55
2023-10-19,43.01
2023-10-20,44.53
2023-10-23,43.42
2023-10-24,42.51
2023-10-25,48.92
2023-10-26,48.33
2023-10-27,33.31
2023-10-30,32.34
2023-10-31,31.04
2023-11-01,28.67
2023-11-02,26.73
2023-11-03,25.29
2023-11-06,25.39
2023-11-07,25.57
2023-11-08,25.38
2023-11-09,26.00
2023-11-10,25.25
2023-11-13,26.28
2023-11-14,25.22
2023-11-15,26.31
2023-11-16,26.38
2023-11-17,25.67
2023-11-20,24.71
2023-11-21,25.27
2023-11-22,24.39
2023-11-24,24.02
2023-11-27,24.54
2023-11-28,23.70
2023-11-29,23.73
2023-11-30,23.67
2023-12-01,22.95
2023-12-04,24.69
2023-12-05,24.86
2023-12-06,24.98
2023-12-07,24.65
2023-12-08,23.52
2023-12-11,24.46
2023-12-12,23.14
2023-12-13,23.42
2023-12-14,24.35
2023-12-15,23.77
2023-12-18,24.11
2023-12-19,24.30
2023-12-20,25.13
2023-12-21,24.97
2023-12-22,24.54
2023-12-26,25.10
2023-12-27,24.65
2023-12-28,25.46
2023-12-29,26.66
2024-01-02,33.56
2024-01-03,34.54
2024-01-04,35.54
2024-01-05,34.98
2024-01-08,35.38
2024-01-09,35.13
2024-01-10,34.85
2024-01-11,35.00
2024-01-12,34.62
2024-01-16,35.59
2024-01-17,36.26
2024-01-18,35.53
2024-01-19,34.41
2024-01-22,35.77
2024-01-23,35.18
2024-01-24,35.71
2024-01-25,36.18
2024-01-26,36.34
2024-01-29,36.67
2024-01-30,41.31
2024-01-31,38.73
2024-02-01,36.28
2024-02-02,24.31
2024-02-05,24.55
2024-02-06,23.72
2024-02-07,22.93
2024-02-08,23.24
2024-02-09,23.48
2024-02-12,24.66
2024-02-13,25.98
2024-02-14,24.63
2024-02-15,25.13
2024-02-16,25.65
2024-02-20,27.04
2024-02-21,27.30
2024-02-22,26.11
2024-02-23,24.94
2024-02-26,25.81
2024-02-27,24.92
2024-02-28,24.84
2024-02-29,23.38
2024-03-01,23.64
2024-03-04,24.23
2024-03-05,25.38
2024-03-06,25.53
2024-03-07,25.41
2024-03-08,24.12
2024-03-11,25.81
2024-03-12,24.47
2024-03-13,24.30
2024-03-14,24.22
2024-03-15,24.87
2024-03-18,24.88
2024-03-19,23.44
2024-03-20,22.72
2024-03-21,24.58
2024-03-22,25.71
2024-03-25,30.80
2024-03-26,32.81
2024-03-27,33.97
2024-03-28,33.87
2024-04-01,35.55
2024-04-02,36.93
2024-04-03,36.85
2024-04-04,37.56
2024-04-05,37.64
2024-04-08,38.00
2024-04-09,37.67
2024-04-10,38.22
2024-04-11,37.72
2024-04-12,39.43
2024-04-15,40.18
2024-04-16,39.54
2024-04-17,40.08
2024-04-18,40.35
2024-04-19,41.40
2024-04-22,40.21
2024-04-23,39.54
2024-04-24,40.89
2024-04-25,42.92
2024-04-26,41.05
2024-04-29,42.98
2024-04-30,47.10
2024-05-01,27.71
2024-05-02,25.60
2024-05-03,23.61
2024-05-06,23.46
2024-05-07,22.68
2024-05-08,22.25
2024-05-09,22.47
2024-05-10,21.90
2024-05-13,22.99
2024-05-14,23.07
2024-05-15,23.68
2024-05-16,23.46
2024-05-17,22.33
2024-05-20,22.85
2024-05-21,22.63
2024-05-22,22.65
2024-05-23,22.96
2024-05-24,21.99
2024-05-28,23.09
2024-05-29,23.66
2024-05-30,24.32
2024-05-31,24.31
2024-06-03,23.99
2024-06-04,24.09
2024-06-05,22.88
2024-06-06,22.84
2024-06-07,22.16
2024-06-10,22.30
2024-06-11,22.13
2024-06-12,22.36
2024-06-13,23.06
2024-06-14,23.52
2024-06-17,24.17
2024-06-18,24.62
2024-06-20,25.18
2024-06-21,24.55
2024-06-24,28.13
2024-06-25,28.83
2024-06-26,29.63
2024-06-27,31.56
2024-06-28,34.47
2024-07-01,37.01
2024-07-02,38.04
2024-07-03,38.97
2024-07-05,37.75
2024-07-08,38.67
2024-07-09,38.08
2024-07-10,38.47
2024-07-11,38.93
2024-07-12,38.63
2024-07-15,39.61
2024-07-16,39.69
2024-07-17,43.01
2024-07-18,43.72
2024-07-19,42.95
2024-07-22,41.81
2024-07-23,40.66
2024-07-24,43.51
2024-07-25,44.31
2024-07-26,43.50
2024-07-29,43.40
2024-07-30,44.21
2024-07-31,40.92
2024-08-01,43.59
2024-08-02,36.37
2024-08-05,41.97
2024-08-06,35.34
2024-08-07,34.63
2024-08-08,31.37
2024-08-09,29.48
2024-08-12,29.64
2024-08-13,27.53
2024-08-14,27.46
2024-08-15,25.85
2024-08-16,24.95
2024-08-19,24.13
2024-08-20,24.85
2024-08-21,25.49
2024-08-22,27.46
2024-08-23,25.52
2024-08-26,26.60
2024-08-27,27.29
2024-08-28,27.75
2024-08-29,26.06
2024-08-30,24.87
2024-09-03,28.69
2024-09-04,29.10
2024-09-05,28.82
2024-09-06,31.59
2024-09-09,29.07
2024-09-10,28.92
2024-09-11,27.45
2024-09-12,26.73
2024-09-13,26.20
2024-09-16,27.10
2024-09-17,27.03
2024-09-18,26.75
2024-09-19,24.91
2024-09-20,23.90
2024-09-23,25.12
2024-09-24,25.03
2024-09-25,26.14
2024-09-26,28.29
2024-09-27,29.88
2024-09-30,34.58
2024-10-01,36.43
2024-10-02,37.89
2024-10-03,39.19
2024-10-04,37.95
2024-10-07,41.03
2024-10-08,39.40
2024-10-09,38.65
2024-10-10,38.34
2024-10-11,37.64
2024-10-14,37.83
2024-10-15,38.05
2024-10-16,37.96
2024-10-17,37.16
2024-10-18,36.74
2024-10-21,37.38
2024-10-22,38.20
2024-10-23,40.15
2024-10-24,39.55
2024-10-25,39.70
2024-10-28,39.83
2024-10-29,39.65
2024-10-30,39.65
2024-10-31,43.57
2024-11-01,27.67
2024-11-04,27.19
2024-11-05,26.14
2024-11-06,25.12
2024-11-07,23.62
2024-11-08,22.60
2024-11-11,23.96
2024-11-12,24.03
2024-11-13,23.98
2024-11-14,24.00
2024-11-15,27.24
2024-11-18,27.32
2024-11-19,26.62
2024-11-20,27.88
2024-11-21,29.02
2024-11-22,27.42
2024-11-25,26.28
2024-11-26,25.22
2024-11-27,24.90
2024-11-29,24.61
2024-12-02,24.27
2024-12-03,23.53
2024-12-04,23.66
2024-12-05,23.54
2024-12-06,23.44
2024-12-09,25.80
2024-12-10,25.31
2024-12-11,24.86
2024-12-12,24.98
2024-12-13,25.14
2024-12-16,25.96
2024-12-17,26.84
2024-12-18,30.47
2024-12-19,31.03
2024-12-20,26.92
2024-12-23,25.47
2024-12-24,23.02
2024-12-26,24.72
2024-12-27,26.44
2024-12-30,29.73
2024-12-31,30.11
2025-01-02,34.40
2025-01-03,32.04
2025-01-06,34.47
2025-01-07,36.65
2025-01-08,37.25
2025-01-10,38.24
2025-01-13,38.36
2025-01-14,38.28
2025-01-15,35.92
2025-01-16,36.33
2025-01-17,35.49
2025-01-21,35.51
2025-01-22,35.73
2025-01-23,35.64
2025-01-24,35.57
2025-01-27,37.74
2025-01-28,37.70
2025-01-29,38.61
2025-01-30,37.28
2025-01-31,38.01
2025-02-03,39.11
2025-02-04,38.58
2025-02-05,39.43
2025-02-06,37.97
2025-02-07,25.99
2025-02-10,25.10
2025-02-11,24.93
2025-02-12,25.71
2025-02-13,24.80
2025-02-14,24.80
2025-02-18,26.19
2025-02-19,25.91
2025-02-20,25.92
2025-02-21,28.07
2025-02-24,29.83
2025-02-25,31.30
2025-02-26,30.13
2025-02-27,32.42
2025-02-28,30.06
2025-03-03,33.68
2025-03-04,34.95
2025-03-05,32.01
2025-03-06,36.17
2025-03-07,35.22
2025-03-10,40.66
2025-03-11,39.05
2025-03-12,36.08
2025-03-13,37.53
2025-03-14,32.87
2025-03-17,33.04
2025-03-18,34.03
2025-03-19,31.49
2025-03-20,31.94
2025-03-21,29.94
2025-03-24,28.97
2025-03-25,28.51
2025-03-26,29.63
2025-03-27,30.66
2025-03-28,34.92
2025-03-31,39.65
2025-04-01,39.34
2025-04-02,40.86
2025-04-03,48.76
2025-04-04,60.26
2025-04-07,58.77
2025-04-08,64.18
2025-04-09,45.66
2025-04-10,55.44
2025-04-11,51.25
2025-04-14,47.85
2025-04-15,45.77
2025-04-16,48.77
2025-04-17,46.63
2025-04-21,50.09
2025-04-22,48.71
2025-04-23,45.98
2025-04-24,43.88
2025-04-25,41.64
2025-04-28,42.28
2025-04-29,41.90
2025-04-30,45.20
2025-05-01,43.04
2025-05-02,31.95
2025-05-05,32.71
2025-05-06,33.66
2025-05-07,32.92
2025-05-08,32.08
2025-05-09,31.31
2025-05-12,27.62
2025-05-13,27.80
2025-05-14,29.05
2025-05-15,28.99
2025-05-16,27.58
2025-05-19,28.45
2025-05-20,29.03
2025-05-21,30.77
2025-05-22,30.47
2025-05-23,31.73
2025-05-27,29.18
2025-05-28,29.56
2025-05-29,28.88
2025-05-30,28.67
2025-06-02,28.02
2025-06-03,27.60
2025-06-04,27.66
2025-06-05,29.69
2025-06-06,27.07
2025-06-09,27.34
2025-06-10,27.16
2025-06-11,27.36
2025-06-12,27.12
2025-06-13,28.21
2025-06-16,26.96
2025-06-17,28.12
2025-06-18,28.17
2025-06-20,28.58
2025-06-23,27.64
2025-06-24,25.95
2025-06-25,26.08
2025-06-26,27.52
2025-06-27,28.22
2025-06-30,33.12
2025-07-01,35.02
2025-07-02,36.74
2025-07-03,35.33
2025-07-07,37.27
2025-07-08,37.24
2025-07-09,35.87
2025-07-10,35.98
2025-07-11,34.92
2025-07-14,34.85
2025-07-15,35.02
2025-07-16,34.86
2025-07-17,34.38
2025-07-18,33.43
2025-07-21,33.21
2025-07-22,33.94
2025-07-23,32.89
2025-07-24,33.09
2025-07-25,31.84
2025-07-28,32.82
2025-07-29,33.41
2025-07-30,33.73
2025-07-31,36.16
2025-08-01,28.70
2025-08-04,26.28
2025-08-05,26.18
2025-08-06,25.19
2025-08-07,25.15
2025-08-08,24.04
2025-08-11,24.86
2025-08-12,24.55
2025-08-13,24.29
2025-08-14,24.02
2025-08-15,23.28
2025-08-18,23.30
2025-08-19,24.30
2025-08-20,25.48
2025-08-21,26.12
2025-08-22,23.64
2025-08-25,24.24
2025-08-26,23.86
2025-08-27,24.76
2025-08-28,23.13
2025-08-29,23.43
2025-09-02,25.69
2025-09-03,25.22
2025-09-04,24.35
2025-09-05,24.57
2025-09-08,25.14
2025-09-09,25.11
2025-09-10,26.46
2025-09-11,26.44
2025-09-12,26.23
2025-09-15,27.06
2025-09-16,26.74
2025-09-17,26.60
2025-09-18,26.70
2025-09-19,26.24
2025-09-22,27.87
2025-09-23,30.82
2025-09-24,30.50
2025-09-25,31.72
2025-09-26,31.18
2025-09-29,34.01
2025-09-30,35.50
2025-10-01,36.98
2025-10-02,37.24
2025-10-03,37.92
2025-10-06,40.41
2025-10-07,39.97
2025-10-08,40.41
2025-10-09,40.76
2025-10-10,45.39
2025-10-13,42.90
2025-10-14,44.16
2025-10-15,44.76
2025-10-16,46.51
2025-10-17,44.58
2025-10-20,43.03
2025-10-21,42.16
2025-10-22,42.96
2025-10-23,41.09
2025-10-24,39.98
2025-10-27,39.45
2025-10-28,41.05
2025-10-29,41.98
2025-10-30,44.38
2025-10-31,32.62
2025-11-03,30.98
2025-11-04,31.86
2025-11-05,29.99
2025-11-06,31.76
2025-11-07,31.10
2025-11-10,30.52
2025-11-11,29.76
2025-11-12,30.18
2025-11-13,32.58
2025-11-14,32.17
2025-11-17,34.01
2025-11-18,36.69
2025-11-19,35.66
2025-11-20,37.70
2025-11-21,34.24
2025-11-24,31.81
2025-11-25,30.78
2025-11-26,29.73
2025-11-28,28.59
2025-12-01,30.33
2025-12-02,29.30
2025-12-03,28.49
2025-12-04,28.29
2025-12-05,26.74
2025-12-08,28.52
2025-12-09,27.92
2025-12-10,27.76
2025-12-11,27.08
2025-12-12,27.07
